,camp,date,hour,city,coord,prop,unit,value
3799,air quality sensor measurement,2024/05/25,23,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.81
3800,air quality sensor measurement,2024/05/31,10,brest,"[4.49, 48.39]",PM2.5,µg/m3,6.98
3801,air quality sensor measurement,2024/05/26,8,marseille,"[5.37, 43.3]",NO2,µg/m3,4.21
3802,air quality sensor measurement,2024/06/01,8,lille,"[3.06, 50.63]",CO,mg/m3,4.4
3803,air quality sensor measurement,2024/05/27,1,marseille,"[5.37, 43.3]",O3,µg/m3,6.93
3804,air quality sensor measurement,2024/05/26,12,lille,"[3.06, 50.63]",NO2,µg/m3,7.72
3805,air quality sensor measurement,2024/05/29,1,brest,"[4.49, 48.39]",CO,mg/m3,3.11
3806,air quality sensor measurement,2024/06/02,22,strasbourg,"[7.75, 48.57]",PM10,µg/m3,8.32
3807,air quality sensor measurement,2024/05/25,16,brest,"[4.49, 48.39]",NO2,µg/m3,3.18
3808,air quality sensor measurement,2024/06/02,2,strasbourg,"[7.75, 48.57]",PM10,µg/m3,9.51
3809,air quality sensor measurement,2024/05/25,13,strasbourg,"[7.75, 48.57]",NO2,µg/m3,8.08
3810,air quality sensor measurement,2024/05/25,8,strasbourg,"[7.75, 48.57]",CO,mg/m3,6.53
3811,air quality sensor measurement,2024/05/24,8,brest,"[4.49, 48.39]",O3,µg/m3,7.22
3812,air quality sensor measurement,2024/05/30,10,lille,"[3.06, 50.63]",CO,mg/m3,0.97
3813,air quality sensor measurement,2024/06/01,19,toulouse,"[1.44, 43.6]",CO,mg/m3,4.75
3814,air quality sensor measurement,2024/05/30,20,lille,"[3.06, 50.63]",O3,µg/m3,8.54
3815,air quality sensor measurement,2024/06/01,13,strasbourg,"[7.75, 48.57]",NO2,µg/m3,7.51
3816,air quality sensor measurement,2024/05/29,6,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.36
3817,air quality sensor measurement,2024/05/29,5,brest,"[4.49, 48.39]",O3,µg/m3,8.82
3818,air quality sensor measurement,2024/05/25,4,brest,"[4.49, 48.39]",PM10,µg/m3,0.06
3819,air quality sensor measurement,2024/05/26,6,toulouse,"[1.44, 43.6]",PM10,µg/m3,8.12
3820,air quality sensor measurement,2024/05/30,14,toulouse,"[1.44, 43.6]",O3,µg/m3,6.97
3821,air quality sensor measurement,2024/06/02,17,marseille,"[5.37, 43.3]",O3,µg/m3,3.28
3822,air quality sensor measurement,2024/06/01,3,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,9.48
3823,air quality sensor measurement,2024/05/28,7,toulouse,"[1.44, 43.6]",NO2,µg/m3,9.63
3824,air quality sensor measurement,2024/05/24,19,lille,"[3.06, 50.63]",PM10,µg/m3,7.53
3825,air quality sensor measurement,2024/05/28,7,marseille,"[5.37, 43.3]",NO2,µg/m3,6.5
3826,air quality sensor measurement,2024/05/31,21,brest,"[4.49, 48.39]",O3,µg/m3,3.52
3827,air quality sensor measurement,2024/05/31,3,marseille,"[5.37, 43.3]",O3,µg/m3,6.88
3828,air quality sensor measurement,2024/05/24,11,strasbourg,"[7.75, 48.57]",NO2,µg/m3,4.87
3829,air quality sensor measurement,2024/05/24,9,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.47
3830,air quality sensor measurement,2024/06/02,9,strasbourg,"[7.75, 48.57]",CO,mg/m3,8.6
3831,air quality sensor measurement,2024/05/31,13,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.43
3832,air quality sensor measurement,2024/06/01,14,lille,"[3.06, 50.63]",PM2.5,µg/m3,0.87
3833,air quality sensor measurement,2024/05/24,18,strasbourg,"[7.75, 48.57]",PM10,µg/m3,1.01
3834,air quality sensor measurement,2024/05/27,13,lille,"[3.06, 50.63]",PM2.5,µg/m3,0.73
3835,air quality sensor measurement,2024/05/26,11,toulouse,"[1.44, 43.6]",O3,µg/m3,7.83
3836,air quality sensor measurement,2024/06/02,3,brest,"[4.49, 48.39]",CO,mg/m3,7.71
3837,air quality sensor measurement,2024/05/30,19,toulouse,"[1.44, 43.6]",O3,µg/m3,2.84
3838,air quality sensor measurement,2024/06/02,11,brest,"[4.49, 48.39]",CO,mg/m3,4.34
3839,air quality sensor measurement,2024/05/25,23,strasbourg,"[7.75, 48.57]",PM10,µg/m3,6.21
3840,air quality sensor measurement,2024/05/29,1,brest,"[4.49, 48.39]",NO2,µg/m3,9.11
3841,air quality sensor measurement,2024/05/24,5,marseille,"[5.37, 43.3]",PM10,µg/m3,8.19
3842,air quality sensor measurement,2024/05/26,6,marseille,"[5.37, 43.3]",CO,mg/m3,3.92
3843,air quality sensor measurement,2024/06/01,2,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,7.77
3844,air quality sensor measurement,2024/05/25,2,toulouse,"[1.44, 43.6]",O3,µg/m3,0.32
3845,air quality sensor measurement,2024/05/27,20,strasbourg,"[7.75, 48.57]",NO2,µg/m3,5.06
3846,air quality sensor measurement,2024/05/24,7,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,2.96
3847,air quality sensor measurement,2024/05/30,1,toulouse,"[1.44, 43.6]",PM10,µg/m3,4.11
3848,air quality sensor measurement,2024/06/01,18,marseille,"[5.37, 43.3]",NO2,µg/m3,0.89
3849,air quality sensor measurement,2024/05/29,4,lille,"[3.06, 50.63]",O3,µg/m3,4.09
3850,air quality sensor measurement,2024/06/01,14,lille,"[3.06, 50.63]",O3,µg/m3,7.01
3851,air quality sensor measurement,2024/05/27,2,lille,"[3.06, 50.63]",PM10,µg/m3,4.72
3852,air quality sensor measurement,2024/05/26,5,marseille,"[5.37, 43.3]",CO,mg/m3,1.65
3853,air quality sensor measurement,2024/05/27,3,toulouse,"[1.44, 43.6]",CO,mg/m3,1.13
3854,air quality sensor measurement,2024/05/26,14,marseille,"[5.37, 43.3]",O3,µg/m3,3.94
3855,air quality sensor measurement,2024/05/29,0,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.64
3856,air quality sensor measurement,2024/05/27,13,strasbourg,"[7.75, 48.57]",O3,µg/m3,0.58
3857,air quality sensor measurement,2024/05/27,15,marseille,"[5.37, 43.3]",PM10,µg/m3,6.92
3858,air quality sensor measurement,2024/05/30,3,marseille,"[5.37, 43.3]",PM2.5,µg/m3,6.7
3859,air quality sensor measurement,2024/05/25,2,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.75
3860,air quality sensor measurement,2024/06/02,10,lille,"[3.06, 50.63]",O3,µg/m3,3.2
3861,air quality sensor measurement,2024/05/29,19,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,0.11
3862,air quality sensor measurement,2024/05/25,3,marseille,"[5.37, 43.3]",O3,µg/m3,3.93
3863,air quality sensor measurement,2024/05/30,0,lille,"[3.06, 50.63]",NO2,µg/m3,1.36
3864,air quality sensor measurement,2024/05/31,18,brest,"[4.49, 48.39]",O3,µg/m3,1.63
3865,air quality sensor measurement,2024/06/02,23,marseille,"[5.37, 43.3]",PM10,µg/m3,7.41
3866,air quality sensor measurement,2024/05/25,22,brest,"[4.49, 48.39]",PM10,µg/m3,1.12
3867,air quality sensor measurement,2024/05/30,23,marseille,"[5.37, 43.3]",NO2,µg/m3,6.42
3868,air quality sensor measurement,2024/05/30,20,toulouse,"[1.44, 43.6]",PM10,µg/m3,9.35
3869,air quality sensor measurement,2024/05/27,16,lille,"[3.06, 50.63]",PM10,µg/m3,8.53
3870,air quality sensor measurement,2024/06/02,10,marseille,"[5.37, 43.3]",PM2.5,µg/m3,0.09
3871,air quality sensor measurement,2024/06/01,14,strasbourg,"[7.75, 48.57]",PM10,µg/m3,5.97
3872,air quality sensor measurement,2024/05/30,18,strasbourg,"[7.75, 48.57]",PM10,µg/m3,0.84
3873,air quality sensor measurement,2024/05/26,2,brest,"[4.49, 48.39]",PM2.5,µg/m3,0.05
3874,air quality sensor measurement,2024/05/29,12,marseille,"[5.37, 43.3]",PM2.5,µg/m3,2.23
3875,air quality sensor measurement,2024/05/25,2,marseille,"[5.37, 43.3]",PM2.5,µg/m3,0.64
3876,air quality sensor measurement,2024/05/27,16,brest,"[4.49, 48.39]",PM2.5,µg/m3,1.01
3877,air quality sensor measurement,2024/05/30,17,brest,"[4.49, 48.39]",O3,µg/m3,3.59
3878,air quality sensor measurement,2024/05/24,9,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,7.35
3879,air quality sensor measurement,2024/05/25,5,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,7.51
3880,air quality sensor measurement,2024/05/28,2,lille,"[3.06, 50.63]",NO2,µg/m3,7.04
3881,air quality sensor measurement,2024/05/30,7,marseille,"[5.37, 43.3]",CO,mg/m3,9.76
3882,air quality sensor measurement,2024/05/31,15,brest,"[4.49, 48.39]",NO2,µg/m3,4.9
3883,air quality sensor measurement,2024/05/25,8,strasbourg,"[7.75, 48.57]",O3,µg/m3,9.97
3884,air quality sensor measurement,2024/05/25,21,lille,"[3.06, 50.63]",CO,mg/m3,0.17
3885,air quality sensor measurement,2024/05/27,5,strasbourg,"[7.75, 48.57]",O3,µg/m3,3.97
3886,air quality sensor measurement,2024/05/26,17,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,0.34
3887,air quality sensor measurement,2024/06/02,0,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,4.06
3888,air quality sensor measurement,2024/05/24,2,toulouse,"[1.44, 43.6]",O3,µg/m3,5.28
3889,air quality sensor measurement,2024/06/01,10,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,9.21
3890,air quality sensor measurement,2024/05/27,10,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.84
3891,air quality sensor measurement,2024/06/02,4,marseille,"[5.37, 43.3]",O3,µg/m3,7.23
3892,air quality sensor measurement,2024/05/27,7,lille,"[3.06, 50.63]",CO,mg/m3,4.43
3893,air quality sensor measurement,2024/05/25,18,marseille,"[5.37, 43.3]",CO,mg/m3,7.52
3894,air quality sensor measurement,2024/05/29,5,brest,"[4.49, 48.39]",NO2,µg/m3,4.64
3895,air quality sensor measurement,2024/05/28,21,toulouse,"[1.44, 43.6]",O3,µg/m3,4.97
3896,air quality sensor measurement,2024/05/27,23,marseille,"[5.37, 43.3]",PM10,µg/m3,7.77
3897,air quality sensor measurement,2024/06/01,22,strasbourg,"[7.75, 48.57]",PM10,µg/m3,1.78
3898,air quality sensor measurement,2024/05/26,2,toulouse,"[1.44, 43.6]",PM10,µg/m3,1.79
3899,air quality sensor measurement,2024/05/31,2,lille,"[3.06, 50.63]",CO,mg/m3,4.18
3900,air quality sensor measurement,2024/05/24,11,lille,"[3.06, 50.63]",PM2.5,µg/m3,6.27
3901,air quality sensor measurement,2024/05/24,6,strasbourg,"[7.75, 48.57]",PM10,µg/m3,3.1
3902,air quality sensor measurement,2024/05/29,13,marseille,"[5.37, 43.3]",CO,mg/m3,0.16
3903,air quality sensor measurement,2024/05/28,15,strasbourg,"[7.75, 48.57]",CO,mg/m3,2.3
3904,air quality sensor measurement,2024/05/24,19,marseille,"[5.37, 43.3]",PM2.5,µg/m3,6.97
3905,air quality sensor measurement,2024/06/02,16,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.7
3906,air quality sensor measurement,2024/05/25,2,strasbourg,"[7.75, 48.57]",NO2,µg/m3,3.18
3907,air quality sensor measurement,2024/05/30,22,marseille,"[5.37, 43.3]",CO,mg/m3,5.5
3908,air quality sensor measurement,2024/05/27,4,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,8.31
3909,air quality sensor measurement,2024/05/28,5,brest,"[4.49, 48.39]",CO,mg/m3,5.15
3910,air quality sensor measurement,2024/05/28,12,marseille,"[5.37, 43.3]",O3,µg/m3,9.25
3911,air quality sensor measurement,2024/06/02,23,brest,"[4.49, 48.39]",NO2,µg/m3,1.57
3912,air quality sensor measurement,2024/05/30,2,toulouse,"[1.44, 43.6]",O3,µg/m3,0.6
3913,air quality sensor measurement,2024/05/29,12,toulouse,"[1.44, 43.6]",PM10,µg/m3,1.78
3914,air quality sensor measurement,2024/05/31,23,strasbourg,"[7.75, 48.57]",PM10,µg/m3,8.66
3915,air quality sensor measurement,2024/05/30,2,toulouse,"[1.44, 43.6]",NO2,µg/m3,8.74
3916,air quality sensor measurement,2024/05/30,2,strasbourg,"[7.75, 48.57]",PM10,µg/m3,2.27
3917,air quality sensor measurement,2024/05/25,10,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.43
3918,air quality sensor measurement,2024/06/02,6,toulouse,"[1.44, 43.6]",O3,µg/m3,8.39
3919,air quality sensor measurement,2024/05/25,9,lille,"[3.06, 50.63]",NO2,µg/m3,4.61
3920,air quality sensor measurement,2024/06/02,17,lille,"[3.06, 50.63]",PM2.5,µg/m3,7.78
3921,air quality sensor measurement,2024/05/31,11,lille,"[3.06, 50.63]",NO2,µg/m3,2.86
3922,air quality sensor measurement,2024/05/29,16,toulouse,"[1.44, 43.6]",CO,mg/m3,8.69
3923,air quality sensor measurement,2024/05/25,9,strasbourg,"[7.75, 48.57]",PM10,µg/m3,1.13
3924,air quality sensor measurement,2024/05/27,22,brest,"[4.49, 48.39]",NO2,µg/m3,9.21
3925,air quality sensor measurement,2024/05/29,11,marseille,"[5.37, 43.3]",CO,mg/m3,6.73
3926,air quality sensor measurement,2024/05/28,0,marseille,"[5.37, 43.3]",PM10,µg/m3,4.4
3927,air quality sensor measurement,2024/05/30,22,marseille,"[5.37, 43.3]",NO2,µg/m3,6.21
3928,air quality sensor measurement,2024/05/24,23,lille,"[3.06, 50.63]",PM2.5,µg/m3,5.37
3929,air quality sensor measurement,2024/06/01,20,toulouse,"[1.44, 43.6]",PM10,µg/m3,0.57
3930,air quality sensor measurement,2024/05/30,20,lille,"[3.06, 50.63]",NO2,µg/m3,0.31
3931,air quality sensor measurement,2024/05/31,13,lille,"[3.06, 50.63]",NO2,µg/m3,6.42
3932,air quality sensor measurement,2024/05/25,21,strasbourg,"[7.75, 48.57]",CO,mg/m3,3.79
3933,air quality sensor measurement,2024/06/02,20,lille,"[3.06, 50.63]",O3,µg/m3,6.52
3934,air quality sensor measurement,2024/05/30,15,lille,"[3.06, 50.63]",PM10,µg/m3,8.56
3935,air quality sensor measurement,2024/05/26,13,marseille,"[5.37, 43.3]",PM10,µg/m3,0.94
3936,air quality sensor measurement,2024/05/26,21,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.09
3937,air quality sensor measurement,2024/05/24,17,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,1.86
3938,air quality sensor measurement,2024/05/25,11,brest,"[4.49, 48.39]",O3,µg/m3,0.04
3939,air quality sensor measurement,2024/05/25,7,marseille,"[5.37, 43.3]",NO2,µg/m3,6.21
3940,air quality sensor measurement,2024/05/31,21,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.03
3941,air quality sensor measurement,2024/05/28,17,marseille,"[5.37, 43.3]",CO,mg/m3,2.45
3942,air quality sensor measurement,2024/05/26,4,brest,"[4.49, 48.39]",O3,µg/m3,9.14
3943,air quality sensor measurement,2024/05/30,6,marseille,"[5.37, 43.3]",PM10,µg/m3,5.68
3944,air quality sensor measurement,2024/05/29,1,brest,"[4.49, 48.39]",PM10,µg/m3,4.75
3945,air quality sensor measurement,2024/06/02,15,strasbourg,"[7.75, 48.57]",PM10,µg/m3,5.16
3946,air quality sensor measurement,2024/06/02,18,toulouse,"[1.44, 43.6]",PM10,µg/m3,8.23
3947,air quality sensor measurement,2024/05/25,21,toulouse,"[1.44, 43.6]",PM2.5,µg/m3,2.51
3948,air quality sensor measurement,2024/05/29,9,brest,"[4.49, 48.39]",NO2,µg/m3,0.84
3949,air quality sensor measurement,2024/05/31,2,brest,"[4.49, 48.39]",NO2,µg/m3,5.36
3950,air quality sensor measurement,2024/05/27,4,strasbourg,"[7.75, 48.57]",O3,µg/m3,2.16
3951,air quality sensor measurement,2024/05/25,18,brest,"[4.49, 48.39]",O3,µg/m3,9.93
3952,air quality sensor measurement,2024/05/28,5,strasbourg,"[7.75, 48.57]",CO,mg/m3,4.39
3953,air quality sensor measurement,2024/05/30,22,brest,"[4.49, 48.39]",O3,µg/m3,1.48
3954,air quality sensor measurement,2024/05/24,6,marseille,"[5.37, 43.3]",CO,mg/m3,8.4
3955,air quality sensor measurement,2024/05/29,10,lille,"[3.06, 50.63]",O3,µg/m3,0.53
3956,air quality sensor measurement,2024/05/31,0,strasbourg,"[7.75, 48.57]",O3,µg/m3,1.18
3957,air quality sensor measurement,2024/05/31,1,strasbourg,"[7.75, 48.57]",CO,mg/m3,1.43
3958,air quality sensor measurement,2024/05/28,21,brest,"[4.49, 48.39]",PM2.5,µg/m3,7.11
3959,air quality sensor measurement,2024/05/24,17,marseille,"[5.37, 43.3]",PM2.5,µg/m3,2.61
3960,air quality sensor measurement,2024/05/30,6,lille,"[3.06, 50.63]",PM10,µg/m3,6.92
3961,air quality sensor measurement,2024/06/02,18,marseille,"[5.37, 43.3]",PM10,µg/m3,2.55
3962,air quality sensor measurement,2024/05/25,7,toulouse,"[1.44, 43.6]",NO2,µg/m3,2.64
3963,air quality sensor measurement,2024/05/29,20,lille,"[3.06, 50.63]",O3,µg/m3,9.72
3964,air quality sensor measurement,2024/05/30,0,marseille,"[5.37, 43.3]",O3,µg/m3,5.8
3965,air quality sensor measurement,2024/05/27,2,marseille,"[5.37, 43.3]",CO,mg/m3,1.99
3966,air quality sensor measurement,2024/05/27,1,strasbourg,"[7.75, 48.57]",NO2,µg/m3,4.44
3967,air quality sensor measurement,2024/06/02,19,toulouse,"[1.44, 43.6]",CO,mg/m3,7.92
3968,air quality sensor measurement,2024/05/28,6,lille,"[3.06, 50.63]",CO,mg/m3,3.13
3969,air quality sensor measurement,2024/05/31,4,brest,"[4.49, 48.39]",NO2,µg/m3,0.24
3970,air quality sensor measurement,2024/05/24,13,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,4.44
3971,air quality sensor measurement,2024/05/24,22,strasbourg,"[7.75, 48.57]",O3,µg/m3,6.63
3972,air quality sensor measurement,2024/06/02,21,brest,"[4.49, 48.39]",NO2,µg/m3,9.93
3973,air quality sensor measurement,2024/06/02,3,brest,"[4.49, 48.39]",NO2,µg/m3,9.0
3974,air quality sensor measurement,2024/05/28,15,lille,"[3.06, 50.63]",CO,mg/m3,8.15
3975,air quality sensor measurement,2024/05/31,17,lille,"[3.06, 50.63]",PM2.5,µg/m3,5.36
3976,air quality sensor measurement,2024/06/02,23,lille,"[3.06, 50.63]",O3,µg/m3,8.62
3977,air quality sensor measurement,2024/06/01,7,marseille,"[5.37, 43.3]",NO2,µg/m3,1.72
3978,air quality sensor measurement,2024/05/28,10,brest,"[4.49, 48.39]",PM10,µg/m3,3.59
3979,air quality sensor measurement,2024/05/25,5,lille,"[3.06, 50.63]",PM2.5,µg/m3,8.95
3980,air quality sensor measurement,2024/05/27,2,marseille,"[5.37, 43.3]",PM2.5,µg/m3,8.12
3981,air quality sensor measurement,2024/05/28,19,lille,"[3.06, 50.63]",PM2.5,µg/m3,4.91
3982,air quality sensor measurement,2024/05/29,12,lille,"[3.06, 50.63]",PM10,µg/m3,0.4
3983,air quality sensor measurement,2024/05/31,0,lille,"[3.06, 50.63]",O3,µg/m3,6.91
3984,air quality sensor measurement,2024/05/31,10,marseille,"[5.37, 43.3]",NO2,µg/m3,9.41
3985,air quality sensor measurement,2024/05/31,19,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.03
3986,air quality sensor measurement,2024/05/24,17,marseille,"[5.37, 43.3]",NO2,µg/m3,7.63
3987,air quality sensor measurement,2024/05/24,20,marseille,"[5.37, 43.3]",PM10,µg/m3,0.5
3988,air quality sensor measurement,2024/05/25,12,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,2.74
3989,air quality sensor measurement,2024/06/01,0,strasbourg,"[7.75, 48.57]",CO,mg/m3,8.55
3990,air quality sensor measurement,2024/05/30,17,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,1.01
3991,air quality sensor measurement,2024/05/27,9,marseille,"[5.37, 43.3]",NO2,µg/m3,8.01
3992,air quality sensor measurement,2024/05/29,13,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,0.32
3993,air quality sensor measurement,2024/05/27,3,lille,"[3.06, 50.63]",NO2,µg/m3,4.98
3994,air quality sensor measurement,2024/05/30,19,brest,"[4.49, 48.39]",O3,µg/m3,2.14
3995,air quality sensor measurement,2024/05/30,16,strasbourg,"[7.75, 48.57]",PM10,µg/m3,1.67
3996,air quality sensor measurement,2024/05/24,13,brest,"[4.49, 48.39]",O3,µg/m3,5.75
3997,air quality sensor measurement,2024/05/24,10,marseille,"[5.37, 43.3]",PM2.5,µg/m3,7.03
3998,air quality sensor measurement,2024/05/26,6,lille,"[3.06, 50.63]",PM10,µg/m3,2.84
3999,air quality sensor measurement,2024/06/01,23,brest,"[4.49, 48.39]",CO,mg/m3,9.76
4000,air quality sensor measurement,2024/05/30,16,strasbourg,"[7.75, 48.57]",NO2,µg/m3,9.33
4001,air quality sensor measurement,2024/05/28,9,marseille,"[5.37, 43.3]",PM2.5,µg/m3,0.46
4002,air quality sensor measurement,2024/05/30,3,brest,"[4.49, 48.39]",O3,µg/m3,3.98
4003,air quality sensor measurement,2024/05/29,21,brest,"[4.49, 48.39]",PM2.5,µg/m3,2.9
4004,air quality sensor measurement,2024/06/01,7,marseille,"[5.37, 43.3]",PM2.5,µg/m3,9.28
4005,air quality sensor measurement,2024/05/27,18,lille,"[3.06, 50.63]",NO2,µg/m3,8.97
4006,air quality sensor measurement,2024/06/01,7,marseille,"[5.37, 43.3]",CO,mg/m3,2.92
4007,air quality sensor measurement,2024/05/31,11,marseille,"[5.37, 43.3]",NO2,µg/m3,3.28
4008,air quality sensor measurement,2024/05/26,3,brest,"[4.49, 48.39]",NO2,µg/m3,7.71
4009,air quality sensor measurement,2024/06/02,12,lille,"[3.06, 50.63]",NO2,µg/m3,7.37
4010,air quality sensor measurement,2024/06/02,2,marseille,"[5.37, 43.3]",CO,mg/m3,1.42
4011,air quality sensor measurement,2024/05/26,23,marseille,"[5.37, 43.3]",O3,µg/m3,0.68
4012,air quality sensor measurement,2024/05/31,4,strasbourg,"[7.75, 48.57]",PM10,µg/m3,4.09
4013,air quality sensor measurement,2024/05/28,22,marseille,"[5.37, 43.3]",O3,µg/m3,4.67
4014,air quality sensor measurement,2024/06/02,23,lille,"[3.06, 50.63]",PM2.5,µg/m3,6.4
4015,air quality sensor measurement,2024/05/27,12,brest,"[4.49, 48.39]",PM10,µg/m3,0.37
4016,air quality sensor measurement,2024/05/29,7,toulouse,"[1.44, 43.6]",CO,mg/m3,4.83
4017,air quality sensor measurement,2024/05/28,17,strasbourg,"[7.75, 48.57]",CO,mg/m3,5.77
4018,air quality sensor measurement,2024/05/27,7,brest,"[4.49, 48.39]",PM10,µg/m3,0.23
4019,air quality sensor measurement,2024/05/30,16,lille,"[3.06, 50.63]",PM10,µg/m3,8.73
4020,air quality sensor measurement,2024/05/31,20,marseille,"[5.37, 43.3]",NO2,µg/m3,3.08
4021,air quality sensor measurement,2024/05/28,19,lille,"[3.06, 50.63]",NO2,µg/m3,0.65
4022,air quality sensor measurement,2024/06/01,21,marseille,"[5.37, 43.3]",O3,µg/m3,0.58
4023,air quality sensor measurement,2024/05/30,9,brest,"[4.49, 48.39]",PM2.5,µg/m3,4.79
4024,air quality sensor measurement,2024/05/31,9,brest,"[4.49, 48.39]",NO2,µg/m3,6.41
4025,air quality sensor measurement,2024/06/02,1,marseille,"[5.37, 43.3]",O3,µg/m3,3.03
4026,air quality sensor measurement,2024/05/27,5,lille,"[3.06, 50.63]",PM2.5,µg/m3,2.78
4027,air quality sensor measurement,2024/05/26,18,strasbourg,"[7.75, 48.57]",PM2.5,µg/m3,6.44
4028,air quality sensor measurement,2024/05/25,8,lille,"[3.06, 50.63]",NO2,µg/m3,4.51
4029,air quality sensor measurement,2024/06/02,8,strasbourg,"[7.75, 48.57]",PM10,µg/m3,4.73
4030,air quality sensor measurement,2024/06/01,18,strasbourg,"[7.75, 48.57]",CO,mg/m3,0.44
4031,air quality sensor measurement,2024/05/30,7,brest,"[4.49, 48.39]",PM2.5,µg/m3,9.46
4032,air quality sensor measurement,2024/05/26,16,marseille,"[5.37, 43.3]",PM10,µg/m3,4.61
4033,air quality sensor measurement,2024/06/02,17,toulouse,"[1.44, 43.6]",CO,mg/m3,1.58
4034,air quality sensor measurement,2024/05/29,19,marseille,"[5.37, 43.3]",PM2.5,µg/m3,8.52
